Date,CO2 - PPM,CO - PPM,CH4 - PPM,Dust Particles (PM2.5),Wind S,Wind D
1993-01-30,313.94,325,313.78,38,2.946,74.012
1993-01-31,321.52,326,323.21,59,11.989,304.322
1993-02-01,312.86,317,321.16,59,49.983,306.064
1993-02-02,317.4,321,325.26,20,20.556,90.193
1993-02-03,317.47,319,322.39,61,29.603,114.96
1993-02-04,315.52,321,324.85,35,12.136,319.141
1993-02-05,314.85,323,316.24,6,21.336,299.853
1993-02-06,316.03,329,318.7,69,29.988,155.995
1993-02-07,316.2,318,321.57,53,5.842,313.848
1993-02-08,316.7,318,321.16,56,39.848,341.016
1993-02-09,318.25,327,320.34,6,15.714,308.845
1993-02-10,313.55,318,319.11,35,48.869,128.286
1993-02-11,312.43,319,322.39,49,26.471,312.252
1993-02-12,318.59,321,312,60,34.372,141.642
1993-02-13,313.3,326,323.21,3,8.518,142.288
1993-02-14,312.46,322,312.96,60,18.62,304.598
1993-02-15,320.42,324,321.98,67,11,125.321
1993-02-16,316.2,318,312.05,61,27.523,135.883
1993-02-17,312.78,326,312.96,64,1.27,294.776
1993-02-18,316,322,318.7,49,1.69,339.183
1993-02-19,319.11,328,314.6,31,2.834,141.049
1993-02-20,319.85,325,313.78,29,30.824,187.15
1993-02-21,317.34,323,321.57,16,1.919,131.389
1993-02-22,314.36,328,315.42,52,36.319,315.09
1993-02-23,322.35,324,319.11,45,5.923,187.384
1993-02-24,316.24,327,321.57,36,15.923,291.145
1993-02-25,312.79,317,323.62,4,50.162,134.497
1993-02-26,322.16,324,321.57,44,8.518,90.193
1993-02-27,313.43,320,317.47,32,4.935,118.13
1993-02-28,314.93,321,319.93,63,10.243,190.989
1993-03-01,320.47,325,317.06,33,11.674,199.977
1993-03-02,322.61,317,321.57,9,31.62,299.931
1993-03-03,316.9,324,318.7,37,31.253,322.451
1993-03-04,317.3,324,321.57,61,0.585,314.128
1993-03-05,316.03,329,316.24,20,30.396,319.11
1993-03-06,315.3,323,316.24,63,8.711,321.67
1993-03-07,315.3,319,317.88,31,24.478,281.927
1993-03-08,322.66,319,312,50,41.613,138.307
1993-03-09,320.56,328,323.62,43,30.17,311.197
1993-03-10,317.82,321,312.55,28,10.415,305.32
1993-03-11,313.92,324,311.05,38,12.302,101.722
1993-03-12,314.63,323,317.47,29,29.81,298.886
1993-03-13,321.66,321,311.05,41,12.079,136.962
1993-03-14,315.79,322,322.8,44,30.824,312.426
1993-03-15,314.57,329,319.11,3,32.76,123.707
1993-03-16,314.31,326,317.06,41,17.413,133.278
1993-03-17,314.85,321,314.6,23,4.537,304.215
1993-03-18,318.32,321,315.83,31,15.509,135.104
1993-03-19,322.66,321,320.75,23,5.923,220.06
1993-03-20,320.89,322,317.88,5,18.684,327.628
1993-03-21,321.32,319,311,52,20.691,245.372
1993-03-22,317.58,323,311.05,53,22.67,123.487
1993-03-23,319.85,321,315.01,31,39.848,339.433
1993-03-24,312.69,325,313.37,35,16.25,313.848
1993-03-25,317.68,328,315.83,58,48.836,196.224
1993-03-26,322.4,326,325.26,60,50.333,136.422
1993-03-27,315.9,320,315.01,55,7.606,302.841
1993-03-28,319.73,319,323.62,17,7.11,131.1
1993-03-29,317.89,320,317.47,51,24.644,300.667
1993-03-30,313.25,324,315.42,35,15.376,346.193
1993-03-31,315.31,325,319.93,14,24.782,339.202
1993-04-01,320.54,328,320.75,61,8.007,323.807
1993-04-02,312.66,323,311.05,61,10.788,293.408
1993-04-03,319.95,325,324.44,61,38.19,324.355
1993-04-04,320.39,318,314.6,20,21.768,314.566
1993-04-05,313.23,328,319.11,65,24.863,303.94
1993-04-06,318.27,319,320.75,52,16.639,299.8
1993-04-07,313.32,324,312,68,13.85,123.824
1993-04-08,312.53,318,318.29,1,39.848,149.562
1993-04-09,316.9,329,313.78,62,26.141,298.061
1993-04-10,317.91,329,319.11,4,7.874,141.049
1993-04-11,315.84,321,312.05,24,0.585,304.598
1993-04-12,318.15,324,324.44,61,5.842,128.478
1993-04-13,319.52,323,318.29,22,11.851,312.252
1993-04-14,315,317,317.06,17,29.988,53.33
1993-04-15,318.84,328,319.93,67,18.684,99.286
1993-04-16,320.67,318,324.85,61,45.27,42.213
1993-04-17,312.72,328,314.6,8,12.266,312.353
1993-04-18,318.18,325,311,41,9.97,108.477
1993-04-19,321.1,320,324.03,68,20.691,135.857
1993-04-20,313.1,328,314.19,65,8.666,295.821
1993-04-21,322.23,320,319.11,64,40.605,303.94
1993-04-22,312.39,329,313.78,16,43.651,301.565
1993-04-23,321.41,326,315.83,69,42.975,330.679
1993-04-24,319.13,319,314.19,38,11.259,305.087
1993-04-25,322.81,325,321.16,16,40.785,104.897
1993-04-26,314.84,318,319.11,10,15.889,119.179
1993-04-27,317.22,318,323.62,31,4.935,25.337
1993-04-28,321.55,322,316.24,31,10.514,126.319
1993-04-29,322.4,320,312.55,62,12.423,112.231
1993-04-30,321.43,321,321.98,49,33.586,224.447
1993-05-01,316.37,319,315.42,16,3.703,312.849
1993-05-02,318.56,317,318.7,2,33.09,314.429
1993-05-03,322.52,320,312.96,62,28.585,289.018
1993-05-04,319.03,325,317.88,33,41.45,330.679
1993-05-05,314.77,320,316.65,52,31.253,307.418
1993-05-06,322.56,327,317.47,42,29.988,323.807
1993-05-07,314.84,318,320.34,59,21.768,181.57
1993-05-08,313.71,321,312,44,5.105,147.384
1993-05-09,321.89,327,319.11,2,10.243,53.33
1993-05-10,314.95,321,312,10,26.81,334.324
1993-05-11,320.69,322,314.6,1,33.586,118.13
1993-05-12,319.2,318,315.42,1,18.014,115.496
1993-05-13,321.98,318,320.75,59,17.184,298.886
1993-05-14,314.81,320,314.6,30,39.216,224.447
1993-05-15,319.6,322,315.83,33,42.058,332.906
1993-05-16,312.83,328,311,38,32.674,56.29
1993-05-17,319.64,324,315.42,31,5.923,311.197
1993-05-18,319.17,321,312.05,15,26.404,190.989
1993-05-19,317.5,326,311.05,30,3.746,25.337
1993-05-20,313.32,323,314.6,35,29.789,314.128
1993-05-21,314.51,320,323.21,24,8.148,136.437
1993-05-22,317.86,318,315.01,63,26.457,130.861
1993-05-23,322.89,329,315.01,40,15.714,311.197
1993-05-24,318.23,317,321.57,34,12.352,116.784
1993-05-25,314.39,328,314.6,56,8.169,216.69
1993-05-26,313.36,325,315.83,37,41.613,306.064
1993-05-27,313.1,318,318.7,25,44.516,299.633
1993-05-28,314.65,319,315.01,1,29.603,74.829
1993-05-29,320.68,323,312.96,42,17.184,286.864
1993-05-30,317.27,318,315.01,13,40.686,305.918
1993-05-31,321.11,319,314.6,49,19.097,114.96
1993-06-01,315.69,328,320.34,32,39.507,131.1
1993-06-02,321.16,325,322.39,32,33.47,127.202
1993-06-03,312.68,322,316.65,24,12.266,127.982
1993-06-04,320.82,322,323.21,3,12.302,33.135
1993-06-05,312.6,318,322.39,38,1.2,312.75
1993-06-06,322.29,320,312.55,55,9.546,166.636
1993-06-07,320.82,322,319.93,12,33.253,112.252
1993-06-08,317.42,327,315.83,30,3.616,312.252
1993-06-09,319.41,328,312.05,64,43.651,299.1
1993-06-10,320.43,321,323.62,67,5.416,272.812
1993-06-11,319.4,325,323.21,23,16.303,323.93
1993-06-12,316.93,319,315.01,10,24.863,307.418
1993-06-13,317.71,324,323.62,37,10.503,132.651
1993-06-14,321.09,317,313.78,43,30.061,128.064
1993-06-15,317.72,328,322.8,55,30.824,256.05
1993-06-16,318.48,329,321.98,59,16.639,128.478
1993-06-17,315.5,322,314.6,63,20.294,134.022
1993-06-18,314.78,329,314.19,10,10.503,95.374
1993-06-19,317.89,318,323.62,57,13.022,285.515
1993-06-20,313.29,321,320.34,68,17.821,138.91
1993-06-21,315.86,317,312,20,48.206,143.462
1993-06-22,315.82,323,320.75,32,23.44,285.515
1993-06-23,316.25,318,318.29,39,33.241,108.088
1993-06-24,313.4,324,319.93,67,43.651,111.89
1993-06-25,319.77,329,318.29,2,30.529,282.976
1993-06-26,316.6,328,321.98,2,32.171,312.75
1993-06-27,321.22,319,319.11,49,1.27,266.233
1993-06-28,322.05,324,315.01,43,37.59,132.19
1993-06-29,312.46,318,323.62,16,18.62,313.848
1993-06-30,320.41,323,314.19,4,44.289,132.941
1993-07-01,315.81,319,324.44,58,13.022,126.757
1993-07-02,320.27,320,315.83,51,39.749,149.562
1993-07-03,314.89,323,316.65,69,22.67,132.285
1993-07-04,313.72,325,319.93,30,31.77,132.92
1993-07-05,318.99,322,319.93,10,41.613,208.667
1993-07-06,318.18,319,313.37,3,30.824,129.612
1993-07-07,316.06,323,315.01,19,35.126,147.384
1993-07-08,317.06,323,318.29,42,22.67,301.52
1993-07-09,319.85,327,324.03,24,7.11,304.598
1993-07-10,321.68,328,314.6,29,11.691,298.061
1993-07-11,321.53,329,325.26,32,39.216,264.875
1993-07-12,321.89,327,316.65,64,17.479,108.289
1993-07-13,316.03,323,319.93,67,19.619,134.636
1993-07-14,316.61,320,319.52,37,37.59,301.52
1993-07-15,314.06,327,315.01,28,43.63,285.778
1993-07-16,313.4,317,314.19,34,9.221,150.802
1993-07-17,312.9,321,320.75,18,36.375,249.792
1993-07-18,316.05,321,325.26,63,28.545,332.906
1993-07-19,315.16,321,312.05,31,28.919,293.408
1993-07-20,322.73,319,319.11,58,0.585,144.069
1993-07-21,320.29,321,321.16,58,1.58,137.034
1993-07-22,320.34,322,315.42,34,20.515,131.389
1993-07-23,313.45,323,319.52,1,11.851,316.193
1993-07-24,315.96,329,319.11,54,39.507,106.424
1993-07-25,317.29,325,325.26,22,0.897,132.651
1993-07-26,322.35,319,324.44,46,17.184,141.812
1993-07-27,320.41,323,321.16,30,37.567,316.844
1993-07-28,318.81,318,323.62,21,31.342,125.58
1993-07-29,314.87,326,324.85,22,38.961,106.424
1993-07-30,318.23,323,312.96,3,34.788,126.724
1993-07-31,318.81,318,316.24,15,22.594,289.018
1993-08-01,322.32,317,316.65,48,15.294,56.29
1993-08-02,320.74,318,311.05,1,1.443,133.156
1993-08-03,322.79,320,315.83,50,24.478,307.56
1993-08-04,317.38,325,311,9,30.151,303.94
1993-08-05,316.3,329,320.75,17,15.923,293.408
1993-08-06,322.16,329,312.05,32,5.76,278.969
1993-08-07,317.44,322,320.75,24,8.067,138.319
1993-08-08,316.38,319,316.24,10,22.009,42.752
1993-08-09,312.32,325,315.01,39,0.897,262.075
1993-08-10,321.6,322,321.57,8,16.199,338.049
1993-08-11,319.3,319,319.52,59,19.59,126.681
1993-08-12,321.22,322,315.01,59,37.59,298.962
1993-08-13,315.34,320,323.62,28,19.097,143.827
1993-08-14,320.19,327,315.42,43,27.554,142.681
1993-08-15,318,324,314.6,59,44.447,184.297
1993-08-16,316.11,319,314.6,53,11.851,26.091
1993-08-17,317.01,322,312.55,42,20.556,290.5
1993-08-18,312.71,327,314.6,55,25.533,150.802
1993-08-19,318.43,324,312,5,11.506,311.087
1993-08-20,316.05,326,317.47,10,9.312,112.231
1993-08-21,321.39,318,320.75,29,37.881,90.193
1993-08-22,313.87,321,320.34,22,27.523,306.064
1993-08-23,317.75,319,324.44,1,28.052,101.722
1993-08-24,313.72,321,315.42,56,33.586,147.384
1993-08-25,318.76,323,315.42,22,43.651,109.901
1993-08-26,322.4,319,315.42,35,17.479,321.471
1993-08-27,322.56,329,319.93,32,41.45,135.857
1993-08-28,322.2,320,321.98,59,15.889,112.252
1993-08-29,319.17,329,314.6,28,4.111,196.224
1993-08-30,320.06,321,312.05,59,32.171,302.841
1993-08-31,318.42,327,319.11,59,1.491,305.216
1993-09-01,314.68,320,321.98,62,6.736,299.931
1993-09-02,321.61,324,319.93,70,3.353,306.209
1993-09-03,315.3,321,319.11,23,28.004,162.777
1993-09-04,322.46,318,324.03,70,24.977,308.513
1993-09-05,315.04,318,317.06,40,12.027,267.548
1993-09-06,322.43,323,324.03,14,1.58,239.911
1993-09-07,313.2,320,320.75,1,30.061,314.128
1993-09-08,319.59,320,322.39,38,18.775,80.134
1993-09-09,319.68,325,312,70,46.857,124.011
1993-09-10,320.24,321,315.42,41,25.112,108.088
1993-09-11,322.84,327,316.24,4,9.97,124.908
1993-09-12,319.67,327,311,4,6.995,114.295
1993-09-13,319.54,318,322.39,69,23.415,91.848
1993-09-14,319.19,318,322.8,70,37.348,134.422
1993-09-15,320.37,321,311.05,6,37.881,115.496
1993-09-16,318.8,321,313.37,66,40.686,143.462
1993-09-17,321.85,318,319.11,62,14.927,311.197
1993-09-18,320.06,320,314.19,19,23.635,301.366
1993-09-19,321.83,322,311.05,35,32.117,303.94
1993-09-20,314.04,324,317.88,22,14.343,60.511
1993-09-21,312.78,329,322.39,6,37.256,285.863
1993-09-22,316.03,327,312.05,69,27.523,333.741
1993-09-23,322.56,320,319.93,55,19.059,112.231
1993-09-24,322.29,322,311,28,24.863,152.697
1993-09-25,322.42,321,324.44,42,34.002,42.213
1993-09-26,313.45,328,319.52,45,22.969,135.857
1993-09-27,315.78,322,324.85,66,8.518,149.562
1993-09-28,317.89,317,322.39,38,39.216,132.797
1993-09-29,321.4,325,312.55,32,0.585,132.651
1993-09-30,312.66,324,312.96,1,35.108,150.802
1993-10-01,313.47,321,313.37,28,13.312,186.814
1993-10-02,314.31,320,312,4,24.41,319.141
1993-10-03,321.7,323,312.55,9,31.642,347.566
1993-10-04,320.94,317,320.34,65,13.548,138.319
1993-10-05,317.75,322,312.05,20,22.922,107.721
1993-10-06,318.25,329,324.85,14,19.179,108.289
1993-10-07,318.4,324,312,3,12.5,127.135
1993-10-08,321.77,325,324.44,49,0.925,141.901
1993-10-09,316.01,320,313.37,30,16.054,327.628
1993-10-10,314.9,327,312.96,52,24.457,236.046
1993-10-11,321.12,318,325.26,22,1.432,316.286
1993-10-12,316.92,320,324.85,30,45.27,147.91
1993-10-13,319.92,320,324.03,42,5.621,186.814
1993-10-14,320.41,320,323.21,32,20.691,132.92
1993-10-15,317.5,321,316.24,36,34.002,124.011
1993-10-16,312.89,319,312.96,13,17.196,270.221
1993-10-17,320.21,322,319.93,2,17.163,126.757
1993-10-18,315.39,328,325.26,65,4.712,123.707
1993-10-19,318.71,326,313.78,55,16.66,126.319
1993-10-20,321.66,320,324.44,43,9.261,312.75
1993-10-21,320.59,327,323.62,57,36.319,141.901
1993-10-22,317.87,319,324.03,38,20.22,329.367
1993-10-23,316.68,320,314.6,18,16.265,134.022
1993-10-24,319.39,317,317.06,24,25.995,325.058
1993-10-25,314.12,319,318.7,67,43.651,321.67
1993-10-26,316.01,318,318.7,54,12.266,334.324
1993-10-27,315.73,328,317.06,53,33.594,133.278
1993-10-28,319.99,326,320.75,4,35.997,110.071
1993-10-29,314.84,329,322.8,58,15.714,327.583
1993-10-30,322.03,324,311,38,7.888,239.911
1993-10-31,313.1,324,320.75,40,25.683,147.384
1993-11-01,313.06,325,318.7,70,10.415,144.726
1993-11-02,313.56,328,316.65,70,30.396,151.416
1993-11-03,319.25,318,312.05,27,20.22,141.812
1993-11-04,317.27,327,316.24,4,1.443,311.586
1993-11-05,316.09,323,317.88,24,3.616,331.643
1993-11-06,321.8,327,317.06,1,36.203,347.566
1993-11-07,318.35,327,311,32,43.651,299.498
1993-11-08,320.03,317,318.29,57,8.169,146.466
1993-11-09,312.31,324,312,56,24.977,327.678
1993-11-10,320.24,329,315.42,51,39.848,308.062
1993-11-11,320.17,323,314.6,28,15.462,111.89
1993-11-12,320.34,326,315.83,38,1.27,150.879
1993-11-13,312.44,324,314.19,55,50.198,315.794
1993-11-14,317.34,325,317.06,18,9.221,141.642
1993-11-15,312.96,326,314.19,61,30.876,301.289
1993-11-16,316.67,322,314.19,64,28.494,310.11
1993-11-17,319.18,323,319.11,44,8.711,140.213
1993-11-18,312.62,318,312,7,1.69,308.845
1993-11-19,322.46,318,321.98,56,39.216,131.475
1993-11-20,316.93,323,311.05,22,36.992,116.976
1993-11-21,317.16,317,317.88,35,12.027,338.049
1993-11-22,314.04,321,311,11,1.606,301.749
1993-11-23,322.12,323,322.8,66,43.651,315.651
1993-11-24,320.2,321,319.11,19,16.958,299.633
1993-11-25,318.92,323,315.42,19,7.279,114.295
1993-11-26,316.86,328,321.16,32,8.456,308.845
1993-11-27,319.32,321,323.21,58,22.203,299.126
1993-11-28,321.54,322,312.55,20,21.557,132.93
1993-11-29,321.12,329,311,19,35.096,138.074
1993-11-30,318.91,320,318.29,6,0.572,322.577
1993-12-01,322.14,318,319.52,41,38.961,139.896
1993-12-02,322.69,329,323.21,61,21.267,307.56
1993-12-03,318.1,327,313.37,16,9.06,306.064
1993-12-04,320.82,325,320.75,59,43.651,33.558
1993-12-05,312.58,329,312.55,4,34.879,270.221
1993-12-06,321.28,324,319.93,25,15.923,331.587
1993-12-07,319.54,329,317.06,67,30.968,278.749
1993-12-08,315.69,321,312.96,62,7.606,141.156
1993-12-09,322.84,327,314.19,38,21.123,341.016
1993-12-10,317.89,318,319.11,70,14.927,267.548
1993-12-11,314.51,317,312,69,34.372,112.231
1993-12-12,322.55,324,318.29,36,24.644,266.233
1993-12-13,318.63,321,324.44,17,7.606,234.365
1993-12-14,322.49,328,319.93,3,8.169,133.228
1993-12-15,319.35,318,321.57,22,25.454,305.087
1993-12-16,321,323,312.05,38,30.529,134.022
1993-12-17,322.29,326,313.37,32,44.582,331.633
1993-12-18,319.67,319,322.8,41,11.691,144.726
1993-12-19,317.12,319,318.29,40,45.27,91.848
1993-12-20,320.47,328,311,41,5.242,141.812
1993-12-21,318.84,324,324.03,11,24.478,60.511
1993-12-22,316.33,320,325.26,70,35.108,123.107
1993-12-23,313.88,319,314.19,5,36.998,74.829
1993-12-24,316.21,326,323.62,44,9.204,124.011
1993-12-25,320.37,328,322.8,51,12.302,123.707
1993-12-26,318.97,324,319.93,11,19.059,312.702
1993-12-27,316.88,320,317.06,70,41.613,145.622
1993-12-28,320,328,318.7,62,19.097,124.075
1993-12-29,316.82,320,312.05,46,1.23,119.332
1993-12-30,317.42,326,321.16,20,5.242,311.085
1993-12-31,315.54,322,320.34,28,7.11,207.266
1994-01-01,319.92,327,311.05,24,5.242,311.087
1994-01-02,321.55,322,323.21,61,17.863,166.636
1994-01-03,312.48,328,316.24,3,5.76,135.744
1994-01-04,312.8,325,315.42,15,42.067,132.19
1994-01-05,318.4,317,321.16,35,18.302,152.106
1994-01-06,314.57,320,313.37,4,39.663,285.863
1994-01-07,319.85,328,317.06,66,32.311,59.073
1994-01-08,313.92,320,319.93,39,27.623,302.837
1994-01-09,317.22,323,312,60,1.606,303.618
1994-01-10,317.97,325,325.26,61,18.513,121.893
1994-01-11,314.91,328,319.52,45,28.721,309.877
1994-01-12,314.82,317,318.7,57,10.788,278.969
1994-01-13,321.55,328,314.19,21,12.079,285.515
1994-01-14,313.31,318,313.37,51,28.545,156.388
1994-01-15,319.21,320,321.57,52,16.963,315.651
1994-01-16,320.18,318,312.96,67,3.909,327.583
1994-01-17,322.47,318,321.57,59,27.07,311.149
1994-01-18,319.2,320,312.96,32,15.923,123.502
1994-01-19,320.7,329,322.8,38,32.76,322.577
1994-01-20,321.88,325,324.03,20,12.5,114.592
1994-01-21,316.73,325,312.05,62,5.416,305.087
1994-01-22,320.34,329,314.19,56,4.537,95.374
1994-01-23,317.96,317,324.85,68,15.376,146.122
1994-01-24,320.18,323,318.7,20,15.718,131.465
1994-01-25,314,323,321.98,20,5.842,26.091
1994-01-26,322.16,327,315.01,1,20.691,132.93
1994-01-27,318.84,319,313.78,21,32.171,127.202
1994-01-28,312.94,319,317.47,43,12.136,135.104
1994-01-29,316.38,319,314.19,37,27.908,135.857
1994-01-30,316.39,319,316.24,63,9.06,123.824
1994-01-31,314.77,326,318.7,61,5.416,330.304
1994-02-01,312.57,318,322.8,20,12.143,15.801
1994-02-02,313.02,318,312.05,37,43.861,327.664
1994-02-03,322.03,320,322.39,8,18.513,304.598
1994-02-04,320.92,322,315.42,15,2.857,128.286
1994-02-05,320.15,319,311.05,3,15.497,19.103
1994-02-06,316.17,324,320.75,21,3.616,155.995
1994-02-07,313.69,325,313.78,19,30.396,138.074
1994-02-08,313.7,323,311,34,28.204,301.52
1994-02-09,315.69,321,317.47,34,16.639,131.1
1994-02-10,320.51,317,320.75,31,42.055,131.466
1994-02-11,314.39,329,322.39,10,35.997,33.558
1994-02-12,317.43,318,324.03,16,31.342,138.91
1994-02-13,320.36,328,323.62,29,23.635,74.829
1994-02-14,312.89,320,311,11,16.199,153.146
1994-02-15,313.41,319,325.26,27,0.897,139.729
1994-02-16,322.73,325,320.34,5,35.997,141.068
1994-02-17,321.78,328,313.78,6,35.126,187.384
1994-02-18,313.88,322,324.44,14,11,322.577
1994-02-19,319.01,325,319.11,58,4.935,329.409
1994-02-20,314.2,329,321.16,40,30.824,128.064
1994-02-21,317.63,327,321.16,59,0.907,113.556
1994-02-22,312.76,327,321.57,51,16.639,118.649
1994-02-23,321.85,320,319.93,52,27.971,312.252
1994-02-24,314.62,323,319.93,5,31.838,135.492
1994-02-25,320.13,317,325.26,33,10.331,127.982
1994-02-26,321.39,329,315.01,50,24.644,302.841
1994-02-27,314.86,317,311,53,29.988,108.088
1994-02-28,321.91,320,323.21,42,35.997,329.754
1994-03-01,320.85,326,312.05,54,27.554,284.962
1994-03-02,315.96,325,314.6,62,7.606,110.091
1994-03-03,321.55,323,311,27,30.371,299.931
1994-03-04,315.31,327,312,67,29.81,141.049
1994-03-05,317.92,324,320.75,67,31.642,135.857
1994-03-06,312.56,321,314.6,15,0.585,122.761
1994-03-07,317.57,318,312.96,65,3.353,151.874
1994-03-08,319.13,327,325.26,62,26.145,129.092
1994-03-09,312.52,328,315.42,67,31.401,113.556
1994-03-10,318.97,325,316.24,13,4.921,144.939
1994-03-11,320.8,329,312.55,50,12.5,239.911
1994-03-12,319.39,322,312.96,53,15.718,331.687
1994-03-13,319.25,325,316.24,68,15.714,321.471
1994-03-14,312.71,318,320.75,17,39.507,311.694
1994-03-15,320.71,319,320.34,49,8.007,54.639
1994-03-16,317.34,319,320.75,63,18.513,239.911
1994-03-17,317.52,322,312.96,22,39.848,181.57
1994-03-18,319.17,324,313.37,28,8.666,312.75
1994-03-19,319.54,328,317.06,41,6.024,282.976
1994-03-20,320.6,321,318.29,37,48.257,142.681
1994-03-21,315.79,318,313.37,42,7.606,301.749
1994-03-22,321.33,318,311.05,42,26.471,300.515
1994-03-23,312.84,319,322.8,26,35.126,328.901
1994-03-24,317.32,321,314.19,70,20.515,141.156
1994-03-25,313.34,320,319.52,22,30.23,151.928
1994-03-26,312.78,328,319.93,25,13.85,136.962
1994-03-27,316.3,328,314.19,45,43.861,147.384
1994-03-28,316.02,322,321.57,40,26.457,135.104
1994-03-29,316.61,317,321.98,53,9.546,327.583
1994-03-30,312.32,328,312.55,67,33.09,113.556
1994-03-31,320.34,327,317.47,68,0.572,311.085
1994-04-01,318.89,328,312.55,10,3.353,327.104
1994-04-02,321.74,328,321.16,2,17.196,303.028
1994-04-03,316.17,324,316.65,66,21.557,126.724
1994-04-04,319.96,323,311.05,34,39.507,303.94
1994-04-05,314.78,327,318.7,50,21.768,312.849
1994-04-06,318.08,328,311.05,19,31.62,150.024
1994-04-07,317.28,321,320.34,24,12.136,305.812
1994-04-08,318.35,322,317.06,47,9.388,208.459
1994-04-09,321.64,327,315.01,66,42.055,134.422
1994-04-10,312.94,326,315.01,38,0.907,138.074
1994-04-11,312.63,318,316.65,66,33.586,124.786
1994-04-12,313.7,324,311.05,10,34.52,304.215
1994-04-13,312.36,328,321.16,44,33.819,314.429
1994-04-14,314.2,327,319.52,70,5.621,339.202
1994-04-15,317.62,327,319.11,60,34.793,127.135
1994-04-16,313.87,324,317.06,56,18.62,300.667
1994-04-17,317.51,320,321.57,57,28.721,303.454
1994-04-18,314.24,318,319.11,32,17.162,319.317
1994-04-19,320.08,328,325.26,49,42.479,281.927
1994-04-20,320.53,326,317.88,38,34.396,132.802
1994-04-21,319.04,318,312.05,1,7.874,135.857
1994-04-22,322.73,319,320.75,24,32.93,249.792
1994-04-23,315.53,328,324.44,2,12.16,305.918
1994-04-24,316.73,324,322.39,57,27.07,186.814
1994-04-25,319.13,326,322.39,60,48.869,305.32
1994-04-26,316.58,320,312.05,45,50.333,120.316
1994-04-27,321.18,319,312,56,11.259,151.928
1994-04-28,320.07,325,312,70,27.908,144.069
1994-04-29,321.55,320,323.62,61,24.41,134.022
1994-04-30,312.95,319,321.16,8,36.237,138.319
1994-05-01,317.25,321,321.98,6,27.554,321.484
1994-05-02,322.57,328,315.01,38,22.85,56.29
1994-05-03,317.45,321,323.21,13,12.079,341.016
1994-05-04,321.86,324,316.24,13,9.665,141.156
1994-05-05,314.76,327,324.44,9,35.096,338.049
1994-05-06,315.19,318,317.47,30,1.038,132.527
1994-05-07,316.45,318,313.78,20,14.044,301.71
1994-05-08,314.61,326,324.44,5,25.079,331.643
1994-05-09,318.71,321,323.62,1,3.353,132.941
1994-05-10,319.19,328,317.06,43,38.961,135.467
1994-05-11,320.18,324,317.06,44,1.601,56.29
1994-05-12,318.19,322,323.62,47,29.603,278.969
1994-05-13,312.56,324,323.21,60,44.289,243.169
1994-05-14,317.71,320,320.75,42,44.901,126.414
1994-05-15,313.27,320,325.26,64,14.808,9.026
1994-05-16,316,324,324.85,47,42.975,237.76
1994-05-17,320.13,317,312.55,54,30.17,303.028
1994-05-18,313.88,329,320.34,1,3.23,129.092
1994-05-19,313.88,327,312.55,68,8.518,265.839
1994-05-20,314.52,329,317.47,52,42.497,42.213
1994-05-21,316.12,320,318.7,37,18.534,132.797
1994-05-22,314.81,322,315.42,34,14.927,285.515
1994-05-23,321.12,321,317.06,22,25.079,327.664
1994-05-24,318.93,324,319.11,14,1.606,106.424
1994-05-25,320.18,318,312.05,4,15.718,299.612
1994-05-26,320.86,320,317.06,69,35.108,312.252
1994-05-27,313.48,324,319.11,7,7.11,140.329
1994-05-28,314.82,326,318.29,63,23.415,118.649
1994-05-29,312.78,323,314.19,53,24.977,278.749
1994-05-30,320.81,327,314.19,3,8.958,216.69
1994-05-31,319.92,322,312.55,5,21.235,60.511
1994-06-01,312.73,328,322.8,42,36.375,138.061
1994-06-02,319.58,328,322.8,61,30.17,299.633
1994-06-03,318.23,318,312.05,19,45.252,58.957
1994-06-04,322.46,327,311,69,4.921,138.91
1994-06-05,319.34,326,312,22,15.509,314.128
1994-06-06,315.5,326,325.26,1,26.765,281.927
1994-06-07,321.61,319,312.96,55,6.995,133.278
1994-06-08,318.07,320,315.42,61,37.256,131.475
1994-06-09,317.01,322,318.29,45,8.456,136.899
1994-06-10,317.7,322,315.83,36,18.513,127.982
1994-06-11,319.24,321,320.34,45,11.989,311.586
1994-06-12,316.38,327,315.01,60,31.342,317.731
1994-06-13,312.48,319,312.05,63,15.497,289.018
1994-06-14,322.1,323,323.62,55,15.497,9.026
1994-06-15,319.44,322,314.6,58,46.243,108.477
1994-06-16,321.46,329,315.42,59,33.684,255.21
1994-06-17,322.17,323,313.78,48,43.651,329.409
1994-06-18,317.89,329,312.05,37,23.1,74.829
1994-06-19,318.56,329,314.19,13,0.925,115.496
1994-06-20,319.66,317,312.05,67,5.242,151.416
1994-06-21,312.78,317,312.96,29,40.785,187.15
1994-06-22,316.44,317,317.47,1,44.289,315.794
1994-06-23,313.02,322,311.05,68,44.919,141.812
1994-06-24,322.79,324,313.37,15,28.862,312.849
1994-06-25,320.31,325,321.16,62,18.62,140.329
1994-06-26,318.08,329,317.88,31,15.294,323.807
1994-06-27,312.32,327,315.83,66,38.961,212.684
1994-06-28,316.25,328,312.96,17,48.257,130.861
1994-06-29,320.98,321,319.93,10,28.721,134.636
1994-06-30,319.67,317,317.88,39,9.221,121.924
1994-07-01,320.58,320,324.44,27,48.836,26.091
1994-07-02,318.99,323,319.52,59,17.184,122.761
